märus	Määrus
pudus	puudus
wata	Waata
protokoll	protokoll
n	N
66	66
astus	Astus
ette	ette
sindi	Sindi
wallawanem	wallawanem
hans	Hans
jantson	Jantson
ja	ja
kaebas	kaebas
et	et
2	2
1	1
2	2
asta	aasta
est	eest
olla	olla
praegust	praegust
pernus	Pernus
ellu	elu
aset	aset
ollew	olew
jurri	Juri
behrens	Behrens
tedda	teda
ommale	omale
raua	raua
wallamise	walamise
sawwi	sawi
korjata	korjata
tellinud	tellinud
ning	ning
temmale	temale
selle	selle
est	eest
head	head
hinda	hinda
maksa	maksa
lubbanud	lubanud
ja	ja
kui	kui
ta	ta
temmale	temale
ka	ka
sedda	seda
nõuetawad	nõuetawad
sawwi	sawi
umbes	umbes
ühhe	ühe
wakka	wakka
ossa	osa
korjanud	korjanud
ja	ja
pernu	Pernu
kätte	kätte
winud	wiinud
olnud	olnud
ta	ta
selle	selle
sawwiga	sawiga
rahhul	rahul
ning	ning
lubbanud	lubanud
temma	tema
waewa	waewa
pea	pea
ärra	ära
tassuda	tasuda
ja	ja
kingituseks	kingituseks
peale	peale
kauba	kauba
wel	weel
ühhe	ühe
aisa	aisa
kella	kella
wallada	walada
et	Et
agga	aga
jurri	Juri
behrens	Behrens
sia	siia
ajjani	ajani
wel	weel
temma	tema
waewa	waewa
mis	mis
wähemalt	wähemalt
3	3
rubla	rubla
wärt	wäärt
olnud	olnud
mitte	mitte
tassunud	tasunud
polle	pole
pallub	palub
temma	tema
nüd	nüüd
kohtu	kohtu
läbbi	läbi
omma	oma
tö	töö
palka	palka
astus	Astus
ette	ette
jurri	Juri
behrens	Behrens
ja	ja
wastas	wastas
et	et
se	see
tõssi	tõsi
on	on
et	et
temma	tema
hans	Hans
jantsoni	Jantsoni
käest	käest
sawwi	sawi
tellinud	tellinud
ja	ja
ka	ka
sanud	saanud
agga	aga
et	et
se	see
sawwi	sawi
wallamise	walamise
tarwis	tarwis
mitte	mitte
kõlblik	kõlblik
polle	pole
olnud	olnud
selle	selle
pärast	pärast
ei	ei
wõi	wõi
temmale	temale
mittetasumist	mittetasumist
anda	anda
et	Et
jurri	Juri
behrens	Behrens
kui	kui
hans	Hans
jantson	Jantson
temmale	temale
sawwi	sawi
kätte	kätte
tõi	tõi
ja	ja
sedda	seda
kõlwatu	kõlwatu
leidis	leidis
olemast	olemast
ni	nii
kohhe	kohe
oleks	oleks
taggasi	tagasi
andma	andma
piddanud	pidanud
sedda	seda
agga	aga
mitte	mitte
teinud	teinud
sai	Sai
mõistetud	mõistetud
jurri	Juri
behrens	Behrens
peab	peab
8	8
päewa	päewa
joksul	jooksul
hans	Hans
jantsonile	Jantsonile
temma	tema
tö	töö
waewa	waewa
3	3
rublaga	rublaga
ärra	ära
maksma	maksma
otsus	Otsus
kulutud	kuulutud
tulli	Tuli
ette	ette
ann	Ann
mathiesen	Mathiesen
omma	oma
käemehhe	käemehe
hans	Hans
bachsoniga	Bachsoniga
ja	ja
pallus	palus
protokolli	protokolli
kirjutada	kirjutada
et	et
temma	tema
omma	oma
kohha	koha
karruga	Karuga
nr	Nr
2	2
omma	oma
kassupojja	kasupoja
johhan	Johan
johhan	Johan
p	p
johhansonile	Johansonile
annab	annab
ilma	ilma
tükitamata	tükitamata
kõige	kõige
kramiga	kraamiga
selle	selle
tingimisega	tingimisega
et	et
se	see
tedda	teda
kunni	kuni
surmani	surmani
toidab	toidab
juhhan	Juhan
johhanson	Johanson
tõutas	tõutas
omma	oma
kassu	kasu
emma	ema
kunni	kuni
surmani	surmani
toita	toita
otsus	Otsus
sedda	Seda
protokolli	protokolli
kirjutada	kirjutada
ja	ja
sedda	seda
kohha	koha
ärraandmist	äraandmist
seaduse	seaduse
põhjusel	põhjusel
kubbermangu	kubermangu
seitungis	Seitungis
kulutada	kuulutada
et	et
kui	kui
kue	kuue
ku	kuu
ajja	aja
ses	sees
kellegil	kellegil
selle	selle
wahhetuse	wahetuse
wastu	wastu
räkimist	rääkimist
ei	ei
olle	ole
sis	siis
sab	saab
juhhan	Juhan
johhanson	Johanson
kõrge	kõrge
dommenenhofi	Domenenhofi
kohtule	kohtule
kinnitamiseks	kinnitamiseks
ette	ette
pandud	pandud
peakohtumes	Peakohtumees
allkirri	allkiri
kohtumes	Kohtumees
jan	Jaan
sunnison	Sunison
xxx	XXX
hans	Hans
tõnnison	Tõnison
xxx	XXX
ann	Ann
mathiesen	Mathiesen
xxx	XXX
juhhan	Juhan
johhanson	Johanson
xxx	XXX
lars	Lars
ömman	Öman
astus	astus
ette	ette
ja	ja
kaewas	kaewas
sisse	sisse
et	et
hans	Hans
lindros	Lindros
on	on
tedda	teda
lönud	löönud
lubja	lubja
ahju	ahju
jures	juures
arwates	arwates
et	et
ta	ta
olla	olla
ta	ta
koera	koera
narrinud	narrinud
hans	Hans
lindros	Lindros
sai	sai
ettekutsutud	ettekutsutud
ja	ja
kaebtus	kaebtus
etteloetud	etteloetud
agga	aga
ajjas	ajas
wasta	wasta
ja	ja
ütles	ütles
mitte	mitte
tõssi	tõsi
olewat	olewat
et	et
ta	ta
tedda	teda
olli	oli
lönud	löönud
nemmad	Nemad
leppisid	leppisid
isse	ise
keskes	keskes
ärra	ära
kohtu	kohtu
es	ees
kohtuwanem	Kohtuwanem
kihnu	Kihnu
walla	walla
kohtu	kohtu
ette	ette
ilmusiwad	ilmusiwad
kihnu	Kihnu
wallast	wallast
koksi	Koksi
tallu	talu
perremes	peremees
mihkel	Mihkel
ennu	Ennu
p	p
koks	Koks
ja	ja
temma	tema
naene	naene
ann	Ann
mihkli	Mihkli
tütar	tütar
koks	Koks
ja	ja
tomas	Toomas
mihkli	Mihkli
p	p
matt	Matt
ja	ja
pallusivad	palusivad
nende	nende
susõnnaliku	suusõnaliku
leppingut	leppingut
protokolli	protokolli
kirjutada	kirjutada
ja	ja
kinnitada	kinnitada
tomas	Toomas
mihkli	Mihkli
p	p
matt	Matt
on	on
koksi	Koksi
mihkel	Mihkel
ennu	Ennu
p	p
koksile	Koksile
ja	ja
temma	tema
naesel	naesel
kolmkümmend	kolmkümmend
rubla	rubla
30	30
rbl	rbl
rahha	raha
laenanud	laenanud
koksi	Koksi
tallu	talu
kohha	koha
n29a	N29a
rendi	rendi
ja	ja
mu	muu
majja	maja
kullude	kulude
maksmiseks	maksmiseks
tännasel	Tänasel
päewal	päewal
laenab	laenab
tomas	Toomas
matt	Matt
wel	weel
kolmkümmend	kolmkümmend
rubla	rubla
30	30
rbl	rbl
ja	ja
maksis	maksis
se	see
rahha	raha
30	30
rubla	rubla
mihkel	Mihkel
koksi	Koksi
kätte	kätte
peale	Peale
selle	selle
tõutas	tõutas
tomas	Toomas
mihkeli	Mihkeli
p	p
matt	Matt
iggal	igal
astal	aastal
1895a	1895a
1	1
januarist	Jaanuarist
eddesi	edesi
arwates	arwates
mihkel	Mihkel
koksile	Koksile
20	20
rubla	rubla
kakskümmend	kakskümmend
rubla	rubla
majja	maja
maksudemaksmiseks	maksudemaksmiseks
anda	anda
mihkel	Mihkel
ennu	Ennu
p	p
koks	Koks
tõutas	tõutas
kui	kui
temma	tema
wanaks	wanaks
jäeb	jäeb
ehk	ehk
ärra	ära
juhtub	juhtub
surrema	surema
annab	annab
temma	tema
omma	oma
koksi	Koksi
tallu	talu
kohha	koha
n29a	N29a
mis	mis
kihnu	Kihnu
kronuwallas	kroonuwallas
mihkel	Mihkel
koksi	Koksi
prukimisel	pruukimisel
praegu	praegu
on	on
tomas	toomas
mihkli	Mihkli
p	p
matt'le	Matt'le
igaweseks	igaweseks
päranduseks	päranduseks
et	Et
kõik	kõik
selle	selle
lepingu	lepingu
ossalised	osalised
selle	selle
leppinguga	leppinguga
tõesti	tõesti
rahhul	rahul
olliwad	oliwad
tõendawad	tõendawad
omma	oma
all	all
kirjadega	kirjadega
tõeks	tõeks
leppingu	Leppingu
teggijad	tegijad
m	M
koks	Koks
tomas	Toomas
matt	Matt
kihnu	Kihnu
walla	walla
kohhus	kohus
sega	seega
tunnistab	tunnistab
et	et
kõik	kõik
ned	need
üllewal	ülewal
nimmetud	nimetud
innimesed	inimesed
on	on
walla	walla
kohtule	kohtule
tuntuntawad	tuntuntawad
ja	ja
et	et
mihkel	Mihkel
ennu	Ennu
p	p
koks	Koks
ja	ja
tomas	Toomas
mihkli	Mihkli
p	p
matt	Matt
igga	iga
üks	üks
on	on
sin	siin
omma	oma
käega	käega
tõenduseks	tõenduseks
ommad	omad
nimmed	nimed
all	all
kirjutanud	kirjutanud
sell	sell
põhjusel	põhjusel
on	on
se	see
akt	akt
ustawaks	ustawaks
tunnistatud	tunnistatud
kihnu	Kihnu
walla	walla
kohtu	kohtu
pol	pool
ja	ja
ette	ette
luetud	luetud
1894a	1894a
18	18
novvembris	Novembris
mihkel	Mihkel
koks	Koks
kulutas	kuulutas
thommas	Thomas
mattes	Mattes
ette	ette
et	et
temma	tema
ei	ei
wõta	wõta
nüd	nüüd
ennam	enam
toitjaks	toitjaks
sest	sest
et	et
matt	Matt
on	on
arwi	Arwi
jan	Jaan
allik	Allik
toitjaks	toitjaks
läinud	läinud
astus	Astus
ette	ette
rein	Rein
kulepp	Kuulepp
ja	ja
kaebas	kaebas
lisu	Liisu
sonist	Soonist
tõi	tõi
minnewa	minewa
kewwade	kewade
2	2
mullikast	mullikast
minnu	minu
karjasmale	karjasmaale
ja	ja
lubbas	lubas
maksa	maksa
mis	mis
teised	teised
makswad	makswad
lisu	Liisu
on	on
minnule	minule
teinud	teinud
2	2
päwa	pääwa
neid	neid
arwan	arwan
60	60
kop	kop
andis	andis
1	1
tünder	tünder
ja	ja
wakk	wakk
neid	neid
arwan	arwan
1	1
rubla	rubla
36	36
kop	kop
se	se
teb	teeb
ühte	ühte
kokku	kokku
1	1
rubla	rubla
96	96
kop	kop
se	se
on	on
wähhe	wähe
ma	ma
nõuan	nõuan
wel	weel
1	1
rubla	rubla
40	40
kop	kop
kohhus	Kohus
mõistis	mõistis
selle	selle
1	1
rubla	rubla
40	40
kop	kop
poleks	pooleks
ja	ja
lisu	Liisu
sonist	Soonist
maksis	maksis
70	70
kop	kop
rein	Rein
kullepile	Kulepile
mõistud	Mõistud
sai	sai
täidetud	täidetud
kihnu	Kihnu
walla	walla
kohtu	kohtu
ette	ette
ilmusiwad	ilmusiwad
tõstama	Tõstama
walla	walla
mes	mees
karli	Kaarli
mardi	Mardi
p	p
kukk	Kukk
ja	ja
kihnu	Kihnu
walla	walla
mehhed	mehed
jan	Jaan
lijja	Lija
p	p
wesik	Wesik
ja	ja
tomas	Toomas
jani	Jaani
p	p
allas	Alas
ja	ja
pallusiwad	palusiwad
nende	nende
susõnnaliku	suusõnaliku
lepingut	lepingut
protokolli	protokolli
kirjutada	kirjutada
ja	ja
kinnitada	kinnitada
jan	Jaan
wesik	Wesik
ja	ja
tomas	Toomas
allas	Alas
on	on
tännasel	tänasel
päewal	päewal
omma	oma
laewa	laewa
marria	Maria
ühhes	ühes
kõige	kõige
taklasega	taklasega
mis	mis
praegu	praegu
peal	peal
on	on
ja	ja
nende	nende
ühhine	ühine
omma	oma
ärra	ära
münud	müünud
tõstama	Tõstama
mehhe	mehe
karli	Kaarli
mardi	Mardi
p	p
kukkele	Kukkele
saea	saea
kolmekõmne	kolmekõmne
rubla	rubla
est	eest
130	130
rbl	rbl
ja	ja
on	on
kätte	kätte
sanud	saanud
selle	selle
laewa	laewa
hinnast	hinnast
kolmteist	kolmteist
kümmend	kümmend
rubla	rubla
13	13
rbl	rbl
wel	weel
puduwat	puuduwat
laewa	laewa
rahha	raha
sadda	sada
seitseteistkümmend	seitseteistkümmend
rubla	rubla
117	117
rbl	rbl
tõutab	tõutab
karli	Kaarli
kukk	Kukk
jan	Jaan
wessikule	Wesikule
ja	ja
tomas	Toomas
allasele	Alasele
12	12
augustiks	Augustiks
1894a	1894a
täiesti	täiesti
ärra	ära
maksta	maksta
peaks	Peaks
juhtuma	juhtuma
et	et
karli	Kaarli
kukkel	Kukkel
ei	ei
peaks	peaks
wõimalik	wõimalik
ollema	olema
sedda	seda
rahha	raha
ärra	ära
maksta	maksta
sis	siis
kohhustab	kohustab
temma	tema
ennast	ennast
sellega	sellega
et	et
wõttab	wõttab
jan	Jaan
wessiku	Wesiku
ja	ja
tomas	Toomas
allase	Alase
omma	oma
ue	uue
laewa	laewa
seltsi	seltsi
mesteks	meesteks
kokku	kokku
tingitawa	tingitawa
leppingu	leppingu
järrele	järele
et	Et
kõik	kõik
selle	selle
leppingu	leppingu
ossalised	osalised
selle	selle
leppinguga	leppinguga
täiesti	täiesti
rahhul	rahul
olliwad	oliwad
tõendawad	tõendawad
nad	nad
omma	oma
allikirjadega	allikirjadega
tõeks	tõeks
leppingu	Leppingu
teggijad	tegijad
tomas	Toomas
allas	Alas
jan	Jaan
wesik	Wesik
karli	Kaarli
kukk	Kukk
est	eest
temma	tema
palwe	palwe
peale	peale
kirjutas	kirjutas
alla	alla
hendrk	Hendrk
wanatoa	Wanatoa
kihnu	Kihnu
walla	walla
kohhus	kohus
sega	seega
tunnistab	tunnistab
et	et
kõik	kõik
ned	need
üllewal	ülewal
nimmetud	nimetud
innimesed	inimesed
tomas	Toomas
allas	Alas
jan	Jaan
wesik	Wesik
ja	ja
karli	Kaarli
kukk	Kukk
on	on
walla	walla
kohtule	kohtule
tuntawad	tuntawad
innimesed	inimesed
ja	ja
et	et
tomas	Toomas
allas	Alas
ja	ja
jan	Jaan
wesik	Wesik
kirjutasid	kirjutasid
omma	oma
nimmed	nimed
tõenduseks	tõenduseks
alla	alla
ja	ja
karli	Kaarli
kukk	Kukk
est	eest
kirjutas	kirjutas
hendrik	Hendrik
wanadua	Wanadua
se	See
akt	akt
on	on
ustawaks	ustawaks
tunnistatud	tunnistatud
kohtu	Kohtu
esistuja	eesistuja
j	J
ottenson	Ottenson
kohtu	Kohtu
kirjutaja	kirjutaja
astus	Astus
ette	ette
reiust	Reiust
jan	Jaan
warres	Wares
ja	ja
kaebas	kaebas
et	et
temmal	temal
180	180
kop	kop
üks	üks
sülla	sülla
pude	puude
weo	weo
rahha	raha
omma	oma
naise	naise
wenna	wenna
peter	Peter
sarts	Saarts
käest	käest
sada	saada
olla	olla
midda	mida
heaga	heaga
temmale	temale
mitte	mitte
wälja	wälja
maksa	maksa
tahta	tahta
astus	Astus
ette	ette
peter	Peter
sarts	Saarts
ja	ja
wastas	wastas
et	et
se	see
õige	õige
olla	olla
agga	aga
temmal	temal
olnud	olnud
ühhe	ühe
sia	siia
est	eest
mis	mis
jan	Jaan
warresele	Waresele
müinud	müinud
7	7
rubla	rubla
est	eest
1	1
rubla	rubla
sada	saada
ja	ja
80	80
kop	kop
olla	olla
sindi	Sindi
lodja	lodja
kõrtsi	kõrtsi
mes	mees
temma	tema
naise	naise
riete	riiete
õmbluse	õmbluse
rahha	raha
wahhetamise	wahetamise
jures	juures
mahha	maha
wõtnud	wõtnud
ja	ja
nõnda	nõnda
temmal	temal
jan	Jaan
warresele	Waresele
midagit	midagit
ennam	enam
wõlgu	wõlgu
ei	ei
olle	ole
waid	waid
olla	olla
tal	tal
temma	tema
käest	käest
wel	weel
pärrida	pärida
1	1
pu	puu
wankre	wankre
rattad	rattad
30	30
kop	kop
1	1
waljad	waljad
50	50
1	1
wanna	wana
telka	telka
30	30
summa	Summa
1	1
rubl	rubl
10	10
kop	kop
selle	Selle
peale	peale
wastas	wastas
warres	Wares
et	et
sigga	siga
polle	pole
mitte	mitte
7	7
waid	waid
kus	kuus
rubla	rubla
maksnud	maksnud
ja	ja
sartsi	Saartsi
õdde	õde
polle	pole
sis	siis
wel	weel
mitte	mitte
temma	tema
naine	naine
olnud	olnud
kui	kui
riete	riiete
rahha	raha
andressonile	Andressonile
wõlgu	wõlgu
jänud	jäänud
ja	ja
ned	need
wannad	wanad
asjad	asjad
naggu	nagu
pu	puu
wankre	wankre
ratas	ratas
ühhed	ühed
waljad	waljad
ja	ja
telka	telka
polle	pole
midagit	midagit
wärt	wäärt
ennam	enam
olnud	olnud
kui	kui
ta	ta
nad	nad
sanud	saanud
sai	Sai
mõistetud	mõistetud
peter	Peter
sarts	Saarts
peab	peab
jan	Jaan
warresele	Waresele
1	1
rubla	rubla
80	80
kop	kop
wälja	wälja
maksma	maksma
ja	ja
wareselt	Wareselt
ned	need
antud	antud
asjad	asjad
wasto	wasto
wõtma	wõtma
otsus	Otsus
kulutud	kuulutud
astus	Astus
ette	ette
sindist	Sindist
marria	Maria
hendrikow	Hendrikow
ja	ja
käemes	käemees
hendrek	Hendrek
kuller	Kuller
ja	ja
kaebas	kaebas
nimmetud	nimetud
marria	Maria
et	et
temma	tema
olla	olla
3	3
asta	aasta
est	eest
omma	oma
pallitu	palitu
5	5
rubla	rubla
laenu	laenu
est	eest
sindist	Sindist
uetua	Uuetua
mart	Mart
mathieseni	Mathieseni
naise	naise
kätte	kätte
pandiks	pandiks
sisse	sisse
annud	annud
midda	mida
se	see
omma	oma
tütre	tütre
ärra	ära
kanda	kanda
lasknud	lasknud
ja	ja
se	see
pärast	pärast
temma	tema
sedda	seda
laenu	laenu
ennam	enam
täielikult	täielikult
taggasi	tagasi
ei	ei
wõi	wõi
sest	sest
et	et
temma	tema
pallitu	palitu
wanaks	wanaks
piddanud	pidanud
on	on
3	3
rubla	rubla
wõib	wõib
ta	ta
temmale	temale
wel	weel
anda	anda
agga	aga
rohkem	rohkem
mitte	mitte
ette	Ette
tulliwad	tuliwad
mart	Mart
mathiesen	Mathiesen
ja	ja
temma	tema
naine	naine
ühhes	ühes
selle	selle
pandiks	pandiks
antud	antud
pallituga	palituga
millest	millest
suggugi	sugugi
arru	aru
sada	saada
polnud	polnud
et	et
se	see
kolmel	kolmel
astal	aastal
wel	weel
selga	selga
on	on
sanud	saanud
ja	ja
nõuawad	nõuawad
omma	oma
rahha	raha
üsna	üsna
warmalt	warmalt
kätte	kätte
astusiwad	astusiwad
wälja	wälja
sai	Sai
mõistetud	mõistetud
marria	Maria
hendrikow	Hendrikow
maksab	maksab
25.	25.
juliks	Juuliks
s	s
a.	a.
omma	oma
laenu	laenu
rahha	raha
5	5
rubl	rubl
mart	Mart
mathieseni	Mathieseni
naise	naise
marrile	Marile
ärra	ära
kui	Kui
terminil	terminil
makstud	makstud
ei	ei
olle	ole
sab	saab
pallitu	palitu
ärra	ära
müitud	müitud
sama	saama
otsus	Otsus
kulutud	kuulutud
wata	Waata
n	N
98	98
astus	Astus
ette	ette
sindi	Sindi
wabrikust	wabrikust
selle	selle
walla	walla
lige	liige
jakob	Jakob
markus	Markus
ja	ja
andis	andis
ülles	üles
et	et
temma	tema
issa	isa
hendrek	Hendrek
on	on
peale	peale
temma	tema
emma	ema
surma	surma
kui	kui
tiest	tiest
naist	naist
wõtma	wõtma
hakanud	hakanud
sindi	Sindi
wallalaekasse	wallalaekasse
temma	tema
heaks	heaks
100	100
rubla	rubla
sisse	sisse
maksnud	maksnud
ja	ja
nõuab	nõuab
temma	tema
sedda	seda
rahha	raha
sest	sest
et	et
jubba	juba
ammu	ammu
täieealine	täieealine
on	on
walla	walla
laekast	laekast
omma	oma
kätte	kätte
astus	Astus
ette	ette
hendrek	Hendrek
markus	Markus
ja	ja
wastas	wastas
et	et
se	see
tõssi	tõsi
on	on
et	et
temma	tema
kolm	kolm
sadda	sada
rubla	rubla
15.	15.
asta	aasta
est	eest
sindi	Sindi
wallalaekasse	wallalaekasse
sisse	sisse
maksnud	maksnud
ja	ja
midda	mida
temma	tema
sält	säält
ka	ka
jubba	juba
jälle	jälle
wälja	wälja
wõtnud	wõtnud
on	on
agga	aga
sellest	sellest
mitte	mitte
enne	enne
lastele	lastele
ossa	osa
ei	ei
anna	anna
kui	kui
isse	ise
ennese	enese
ellu	elu
päewad	päewad
lõppenud	lõppenud
on	on
ja	ja
pealegi	pealegi
olla	olla
ta	ta
poeg	poeg
jakobile	Jakobile
temma	tema
pulma	pulma
aeal	aeal
60	60
rubla	rubla
jubba	juba
kätte	kätte
annud	annud
ja	ja
ka	ka
pulma	pulma
kullu	kulu
kannud	kannud
ja	ja
nõnda	nõnda
kui	kui
poeg	poeg
temma	tema
käest	käest
kohtu	kohtu
läbbi	läbi
nõudma	nõudma
hakab	hakab
sis	siis
ka	ka
temmale	temale
ennam	enam
anda	anda
ei	ei
tahhagi	tahagi
astus	Astus
ette	ette
sindi	Sindi
wabrikust	wabrikust
johann	Johann
puis	Puis
kes	kes
jakob	Jakob
markuse	Markuse
est	eest
kostja	kostja
ja	ja
selletas	seletas
et	et
hendrek	Hendrek
markus	Markus
olla	olla
temma	tema
sowimise	soowimise
peale	peale
sis	siis
kui	kui
teist	teist
naist	naist
wõtma	wõtma
hakkanud	hakkanud
300	300
rubla	rubla
sindi	Sindi
wallalaekasse	wallalaekasse
omma	oma
kolme	kolme
poea	poea
jaoks	jaoks
sisse	sisse
pannud	pannud
agga	aga
sedda	seda
mitte	mitte
mahha	maha
tehtud	tehtud
sanud	saanud
et	et
lapsed	lapsed
sedda	seda
nikohhe	niikohe
kui	kui
täieealiseks	täieealiseks
sanud	saanud
kätte	kätte
sawad	saawad
waid	waid
sis	siis
kui	kui
issa	isa
isse	ise
neile	neile
sedda	seda
lubbama	lubama
sab	saab
ehk	ehk
kui	kui
ärra	ära
surreb	sureb
teine	Teine
estkostja	eestkostja
juhhan	Juhan
markus	Markus
pudus	puudus
sai	Sai
arwatud	arwatud
jäeb	Jäeb
se	see
assi	asi
teiseks	teiseks
korraks	korraks
selletada	seletada
kus	kus
ka	ka
juhhan	Juhan
markus	Markus
ette	ette
kutsutud	kutsutud
sab	saab
wata	Waata
protokoll	protokoll
n	N
70	70
kohtu	Kohtu
korra	korra
pärast	pärast
ollid	olid
pisalu	Piisalu
kohtu	kohtu
hones	hoones
kokku	kokku
tulnud	tulnud
kohtuwanem	Kohtuwanem
jan	Jaan
karing	Kaaring
kohtukorwamehed	Kohtukorwamehed
kustas	Kustas
sewermann	Seewermann
jan	Jaan
liw	Liiw
astus	Astus
ette	ette
kustas	Kustas
krek	Kreek
marri	Mari
meringi	Meeringi
tunnistusmes	tunnistusmees
rein	Rein
kuleppi	Kuuleppi
kaebtuse	kaebtuse
asja	asja
pärast	pärast
mis	mis
minnewal	minewal
kohtu	kohtu
päewal	päewal
sisse	sisse
sai	sai
kaewatud	kaewatud
ja	ja
ütles	ütles
marri	Mari
tulli	tuli
metsa	metsa
ja	ja
läks	läks
rein	Rein
kuleppi	Kuuleppi
karjatse	karjatse
jure	juure
ja	ja
ütles	ütles
kui	Kui
sa	sa
minnu	minu
laps	laps
oleks	oleks
sis	siis
minna	mina
peksaks	peksaks
nende	nende
rummala	rumala
sõnnade	sõnade
est	eest
sinnu	sinu
perse	perse
punaseks	punaseks
rein	Rein
kulepp	Kuulepp
ütles	ütles
marri	Mari
marri	Mari
ärra	ära
te	tee
minna	Mina
kustas	Kustas
krek	Kreek
ütlesin	ütlesin
reinule	Reinule
ärra	Ära
anna	anna
lapsele	lapsele
ni	nii
surt	suurt
õigust	õigust
ja	ja
marri	Mari
tulli	tuli
selle	selle
peale	peale
ka	ka
rein	Rein
kuleppi	Kuuleppi
jurde	juurde
ja	ja
ütles	ütles
üsna	üsna
heaga	heaga
mis	Mis
sa	sa
selle	selle
weikse	weikse
asja	asja
pärast	pärast
tüllitsed	tülitsed
sis	siis
lõi	lõi
rein	Rein
kulepp	Kuulepp
marri	Mari
meringid	Meeringid
russikaga	rusikaga
rinde	rinde
peale	peale
astus	Astus
ette	ette
kaebaja	kaebaja
rein	Rein
kulepp	Kuulepp
ja	ja
ütleb	ütleb
minna	Mina
marri	Mari
meringid	Meeringid
ei	ei
olle	ole
lönud	löönud
kohtu	Kohtu
otsus	otsus
jäi	jäi
mõistmatta	mõistmatta
sest	sest
et	et
rein	Rein
kuleppi	Kuuleppi
pold	poold
tunnistusmes	tunnistusmees
sin	siin
ei	ei
olnud	olnud
ja	ja
kohhus	kohus
tahhab	tahab
tunnistusmehhed	tunnistusmehed
sud	suud
su	suu
wastu	wastu
läbbi	läbi
kulata	kuulata
kohtu	Kohtu
korra	korra
pärast	pärast
ollid	olid
pirsalu	Piirsalu
walla	walla
kohtu	kohtu
honesse	hoonesse
kokku	kokku
tulnud	tulnud
kohtuwanem	Kohtuwanem
karel	Kaarel
willand	Willand
kohtukõrwamehed	Kohtukõrwamehed
juhhan	Juhan
windling	Windling
mart	Mart
koppel	Koppel
kohtukäijaid	Kohtukäijaid
ei	ei
olnud	olnud
egga	ega
ei	ei
olnud	olnud
mingisugust	mingisugust
selletamise	seletamise
asju	asju
kohtuwanem	Kohtuwanem
karel	Kaarel
willand	Willand
xxx	XXX
kõrwames	Kõrwamees
juhhan	Juhan
winding	Winding
xxx	XXX
kõrwames	Kõrwamees
mart	Mart
koppel	Koppel
xxx	XXX
kohtu	Kohtu
kõrra	kõrra
pärast	pärast
ollid	olid
pirsalu	Piirsalu
walla	walla
kohtu	kohtu
hones	hoones
kokku	kokku
tulnud	tulnud
kohtuwanem	Kohtuwanem
karel	Kaarel
willand	Willand
kõrwames	kõrwamees
juhhan	Juhan
windling	Windling
kõrwames	kõrwamees
mart	Mart
koppel	Koppel
kohtukäijaid	Kohtukäijaid
ei	ei
olnud	olnud
egga	ega
tulnud	tulnud
ka	ka
mingisugust	mingisugust
kaebtuse	kaebtuse
ehk	ehk
selletamisi	seletamisi
asju	asju
kohtuwanem	Kohtuwanem
karel	Kaarel
willand	Willand
xxx	XXX
kõrwames	kõrwamees
juhhan	Juhan
winding	Winding
xxx	XXX
korwames	Korwamees
mart	Mart
koppel	Koppel
xxx	XXX
kohtu	Kohtu
korra	korra
pärast	pärast
ollid	olid
pirsalu	Piirsalu
wallas	wallas
kohtu	kohtu
hones	hoones
kokku	kokku
tulnud	tulnud
kohtuwanem	Kohtuwanem
karel	Kaarel
willand	Willand
kohtukõrwames	Kohtukõrwamees
juhhan	Juhan
windling	Windling
mart	Mart
koppel	Koppel
kohtu	Kohtu
käijaid	käijaid
ei	ei
olnud	olnud
egga	ega
tulnud	tulnud
ka	ka
mingisutust	mingisutust
selletamisi	seletamisi
asju	asju
ette	ette
kohtuwaenm	Kohtuwaenm
karel	Kaarel
willand	Willand
xxx	XXX
kohtukõrwames	Kohtukõrwamees
juhhan	Juhan
windling	Windling
xxx	XXX
mart	Mart
koppel	Koppel
xxx	XXX
protokoll	Protokoll
no	No
57	57
asjus	asjus
s	s
a.	a.
olli	oli
hendrek	Hendrek
hendrekson	Hendrekson
ette	ette
tulnud	tulnud
ja	ja
wastas	wastas
küssimise	küsimise
peale	peale
et	et
rentnik	rentnik
juhhan	Juhan
thal	Thal
on	on
tedda	teda
jan	Jaan
lismanni	Liismanni
lehma	lehma
mis	mis
temma	tema
wenna	wenna
karle	Karle
jures	juures
olla	olla
sis	siis
kinni	kinni
panna	panna
käskinud	käskinud
kui	kui
ta	ta
tedda	teda
sinna	sinna
warjule	warjule
tonud	toonud
sab	saab
ollema	olema
ja	ja
kui	kui
rentniku	rentniku
omma	oma
kaks	kaks
mest	meest
säl	sääl
sell	sell
sammal	samal
päewal	päewal
watamas	waatamas
käinud	käinud
ja	ja
wend	wend
karrel	Karel
neile	neile
ärra	ära
selletanud	seletanud
et	et
se	see
lehm	lehm
20	20
rubla	rubla
wõlla	wõla
est	eest
temma	tema
käes	käes
pandiks	pandiks
olla	olla
ja	ja
mitte	mitte
muidu	muidu
temma	tema
jure	juure
warjule	warjule
todud	toodud
polle	pole
mispärast	mispärast
temma	tema
ka	ka
mitte	mitte
kelda	keelda
polle	pole
wõinud	wõinud
jan	Jaan
lismannile	Liismannile
ta	ta
lehma	lehma
kätte	kätte
andmast	andmast
sest	sest
et	et
rentnik	rentnik
sedda	seda
